===== 工作表: Records =====
交易品种	开仓方向	平仓时间	建仓价	平仓价格	平仓量	平仓交易量	净值($)	账户余额 $
黄金美元	卖出	01/07/2025 22:05:55.830	3344.8	3352.31	0.01	1	-7.71	60.23
黄金美元	买入	01/07/2025 22:21:28.187	3350.23	3350.64	0.01	1	0.21	60.44
黄金美元	买入	01/07/2025 22:26:41.820	3351.07	3351.33	0.01	1	0.06	60.5
黄金美元	买入	01/07/2025 22:27:25.728	3352.31	3352.24	0.01	1	-0.27	60.23
黄金美元	买入	01/07/2025 23:15:21.751	3346.64	3341.02	0.01	1	-5.82	54.41
黄金美元	买入	01/07/2025 23:15:21.849	3346.64	3341.15	0.01	1	-5.69	48.72
黄金美元	买入	01/07/2025 23:15:25.337	3346.64	3341.01	0.01	1	-5.83	42.89
黄金美元	买入	01/07/2025 23:15:31.346	3346.64	3340.6	0.01	1	-6.24	36.65
黄金美元	买入	01/07/2025 23:15:47.355	3352.52	3339.88	0.01	1	-12.84	23.81
黄金美元	买入	01/07/2025 23:15:52.331	3352.45	3339.3	0.01	1	-13.35	10.46
黄金美元	买入	01/07/2025 23:54:48.965	3346.64	3337.96	0.01	1	-8.88	1.58
欧元美元	卖出	04/07/2025 15:43:18.721	1.17908	1.17714	0.01	1000	1.89	3.47
欧元美元	卖出	04/07/2025 16:38:24.856	1.1769	1.1773	0.01	1000	-0.48	2.99
欧元美元	买入	04/07/2025 19:46:59.182	1.1773	1.17741	0.01	1000	0.04	3.03
欧元美元	卖出	04/07/2025 20:20:59.249	1.17754	1.17673	0.01	1000	0.73	3.76
美元日元	买入	04/07/2025 22:15:07.819	144.395	144.467	0.01	1000	0.44	4.2
美元日元	买入	04/07/2025 22:21:06.505	144.463	144.461	0.01	1000	-0.07	4.13
美元日元	买入	04/07/2025 22:23:04.455	144.459	144.455	0.01	1000	-0.09	4.04
美元日元	买入	04/07/2025 22:31:48.033	144.451	144.475	0.01	1000	0.11	4.15
美元日元	卖出	04/07/2025 22:32:28.863	144.476	144.484	0.01	1000	-0.12	4.03
美元日元	买入	04/07/2025 23:07:45.558	144.501	144.513	0.01	1000	0.02	4.05
美元日元	卖出	05/07/2025 01:21:03.295	144.531	144.493	0.01	1000	0.2	4.25
欧元美元	买入	05/07/2025 02:02:06.100	1.17762	1.17752	0.01	1000	-0.18	4.07
美元日元	买入	05/07/2025 02:44:30.729	144.509	144.483	0.01	1000	-0.24	3.83
欧元美元	买入	07/07/2025 09:42:02.238	1.17766	1.17742	0.01	1000	-0.44	3.39
欧元美元	买入	07/07/2025 09:42:04.276	1.17783	1.1774	0.01	1000	-0.51	2.88
欧元美元	卖出	07/07/2025 14:14:07.373	1.1774	1.17666	0.01	1000	0.67	3.55
美元日元	买入	07/07/2025 14:36:30.355	145.056	145.059	0.01	1000	-0.04	3.51
美元日元	卖出	07/07/2025 15:24:06.160	145.056	145.03	0.01	1000	0.12	3.63
欧元美元	买入	07/07/2025 15:32:58.746	1.17565	1.17463	0.01	1000	-1.1	2.53
欧元美元	买入	07/07/2025 22:40:42.735	1.17262	1.17437	0.01	1000	1.67	4.2
欧元美元	卖出	07/07/2025 23:42:23.222	1.17335	1.17334	0.01	1000	-0.07	4.13
黄金美元	买入	08/07/2025 01:01:40.375	3320.94	3329.16	0.01	1	8.02	12.15
黄金美元	买入	08/07/2025 01:13:24.993	3330.02	3332.21	0.01	1	1.99	14.14
黄金美元	买入	08/07/2025 01:13:30.644	3330.23	3332	0.01	1	1.57	15.71
黄金美元	买入	08/07/2025 01:35:55.107	3333.65	3334.94	0.01	1	1.09	16.8
黄金美元	买入	08/07/2025 03:03:14.177	3331.41	3335.88	0.01	1	4.27	21.07
黄金美元	买入	08/07/2025 03:03:16.050	3329.64	3335.92	0.01	1	6.08	27.15
黄金美元	买入	08/07/2025 11:58:06.004	3332.71	3331.98	0.01	1	-1.45	25.7
黄金美元	买入	08/07/2025 11:58:07.054	3336.04	3331.98	0.01	1	-4.26	21.44
黄金美元	买入	08/07/2025 13:11:48.871	3330.91	3332.52	0.01	1	1.41	22.85
黄金美元	买入	08/07/2025 13:11:50.662	3331.56	3332.51	0.01	1	0.75	23.6
黄金美元	买入	08/07/2025 13:14:25.129	3331.59	3333.09	0.01	1	1.3	24.9
黄金美元	买入	08/07/2025 13:19:52.707	3331.59	3334.15	0.01	1	2.36	27.26
黄金美元	买入	08/07/2025 13:25:59.782	3334.73	3335.81	0.01	1	0.88	28.14
黄金美元	买入	08/07/2025 16:04:58.010	3334.39	3330.78	0.01	1	-3.81	24.33
黄金美元	买入	08/07/2025 16:04:58.044	3335.73	3330.78	0.01	1	-5.15	19.18
黄金美元	买入	08/07/2025 16:04:58.056	3334.69	3330.78	0.01	1	-4.11	15.07
黄金美元	买入	08/07/2025 16:04:58.058	3336.03	3330.78	0.01	1	-5.45	9.62
黄金美元	卖出	08/07/2025 16:32:28.438	3329.85	3329.4	0.01	1	0.25	9.87
黄金美元	卖出	08/07/2025 16:33:06.621	3330.98	3329.62	0.01	1	1.16	11.03
黄金美元	卖出	08/07/2025 16:38:43.585	3326.37	3328.18	0.01	1	-2.01	9.02
黄金美元	卖出	08/07/2025 17:00:44.587	3324.31	3323.21	0.01	1	0.9	9.92
黄金美元	卖出	08/07/2025 17:00:49.452	3327.1	3324.63	0.01	1	2.27	12.19
黄金美元	卖出	08/07/2025 17:02:05.532	3327.61	3324.82	0.01	1	2.59	14.78
黄金美元	卖出	08/07/2025 17:09:41.891	3327.74	3324.62	0.01	1	2.92	17.7
黄金美元	卖出	08/07/2025 17:09:41.957	3323.96	3324.62	0.01	1	-0.86	16.84
黄金美元	卖出	08/07/2025 17:28:05.960	3326	3325.11	0.01	1	0.69	17.53
黄金美元	卖出	08/07/2025 17:28:33.874	3325.07	3323.77	0.01	1	1.1	18.63
黄金美元	卖出	08/07/2025 18:31:13.240	3323.19	3323.14	0.01	1	-0.15	18.48
黄金美元	卖出	08/07/2025 18:34:49.619	3322.31	3324.49	0.01	1	-2.38	16.1
黄金美元	卖出	08/07/2025 18:50:18.240	3325.2	3326.34	0.01	1	-1.34	14.76
黄金美元	卖出	08/07/2025 19:47:30.466	3322.42	3323.46	0.01	1	-1.24	13.52
黄金美元	卖出	08/07/2025 19:54:04.413	3323.08	3322.32	0.01	1	0.56	14.08
黄金美元	买入	08/07/2025 20:05:45.338	3327.25	3328.1	0.01	1	0.65	14.73
黄金美元	买入	08/07/2025 20:06:03.596	3327.82	3328.65	0.01	1	0.63	15.36
黄金美元	买入	08/07/2025 20:07:59.329	3326.04	3329.24	0.01	1	3	18.36
黄金美元	买入	08/07/2025 20:20:25.347	3327.03	3325.51	0.01	1	-1.72	16.64
黄金美元	卖出	09/07/2025 00:24:33.734	3296.97	3301.36	0.01	1	-4.59	12.05
黄金美元	卖出	09/07/2025 01:01:34.740	3297.06	3302.16	0.01	1	-5.3	6.75
黄金美元	卖出	09/07/2025 01:03:13.960	3298.64	3303.62	0.01	1	-5.18	1.57
英镑美元	卖出	09/07/2025 13:43:30.347	1.35881	1.35969	0.01	1000	-0.96	0.61
欧元美元	买入	03/09/2025 17:38:37.635	1.16593	1.16625	0.01	1000	0.26	30.87
欧元美元	买入	03/09/2025 18:42:21.085	1.16526	1.16427	0.01	1000	-1.05	29.82
欧元美元	买入	03/09/2025 19:03:42.062	1.16434	1.1646	0.02	2000	0.38	30.2
欧元美元	买入	03/09/2025 19:03:43.244	1.16434	1.1646	0.02	2000	0.38	30.58
欧元美元	买入	03/09/2025 19:03:44.890	1.16436	1.1646	0.02	2000	0.34	30.92
欧元美元	买入	03/09/2025 19:03:46.215	1.16433	1.1646	0.01	1000	0.21	31.13
欧元美元	买入	03/09/2025 19:03:48.092	1.16435	1.16462	0.01	1000	0.21	31.34
欧元美元	买入	03/09/2025 19:03:49.927	1.16434	1.16462	0.01	1000	0.22	31.56
欧元美元	买入	03/09/2025 19:03:53.615	1.16434	1.16462	0.01	1000	0.22	31.78
欧元美元	买入	03/09/2025 19:54:47.867	1.16628	1.1654	0.01	1000	-0.94	30.84
欧元美元	买入	03/09/2025 19:54:48.978	1.16581	1.1654	0.02	2000	-0.96	29.88
欧元美元	买入	03/09/2025 19:54:50.009	1.16563	1.1654	0.02	2000	-0.6	29.28
欧元美元	买入	03/09/2025 20:44:15.315	1.16455	1.16455	0.1	10000	-0.7	28.58
欧元美元	买入	03/09/2025 21:48:55.460	1.16498	1.16391	0.1	10000	-11.4	17.18
欧元美元	卖出	03/09/2025 21:56:03.467	1.16405	1.16516	0.01	1000	-1.18	16
欧元美元	卖出	03/09/2025 21:56:07.868	1.16405	1.16526	0.01	1000	-1.28	14.72
欧元美元	卖出	03/09/2025 21:56:08.281	1.16405	1.16528	0.01	1000	-1.3	13.42
欧元美元	卖出	03/09/2025 21:57:00.856	1.16405	1.16535	0.01	1000	-1.37	12.05
欧元美元	卖出	03/09/2025 21:57:11.064	1.16405	1.16545	0.01	1000	-1.47	10.58
欧元美元	卖出	03/09/2025 22:00:01.518	1.16405	1.1662	0.05	5000	-11.07	-0.49
欧元美元	买入	04/09/2025 01:55:36.684	1.16811	1.16622	0.01	1000	-1.96	28.04
欧元美元	买入	04/09/2025 01:56:14.675	1.16811	1.16613	0.01	1000	-2.05	25.99
欧元美元	买入	04/09/2025 01:56:14.869	1.16811	1.16612	0.01	1000	-2.06	23.93
欧元美元	买入	04/09/2025 01:56:15.891	1.16811	1.16606	0.01	1000	-2.12	21.81
欧元美元	买入	04/09/2025 01:58:02.276	1.16811	1.16599	0.01	1000	-2.19	19.62
欧元美元	买入	04/09/2025 01:58:05.464	1.16811	1.16592	0.01	1000	-2.25	17.37
欧元美元	买入	04/09/2025 02:00:57.067	1.16811	1.16581	0.01	1000	-2.36	15.01
欧元美元	买入	04/09/2025 03:16:48.460	1.16811	1.16572	0.01	1000	-2.45	12.56
欧元美元	买入	04/09/2025 04:06:43.649	1.16809	1.16557	0.01	1000	-2.59	9.97
欧元美元	买入	04/09/2025 05:28:15.237	1.16811	1.16565	0.01	1000	-2.87	7.1
欧元美元	买入	04/09/2025 08:44:09.669	1.16809	1.16546	0.01	1000	-3.04	4.06
欧元美元	买入	04/09/2025 08:54:08.957	1.16811	1.16604	0.01	1000	-2.48	1.58
欧元美元	卖出	04/09/2025 08:54:57.371	1.16604	1.16586	0.01	1000	0.12	1.7
欧元美元	卖出	04/09/2025 09:03:13.282	1.16585	1.16568	0.01	1000	0.11	1.81
欧元美元	买入	04/09/2025 09:09:44.559	1.16556	1.16566	0.01	1000	0.04	1.85
欧元美元	买入	04/09/2025 09:17:43.626	1.16554	1.16575	0.01	1000	0.15	2
欧元美元	买入	04/09/2025 09:47:02.086	1.16696	1.16596	0.01	1000	-1.07	0.93
黄金美元	卖出	04/09/2025 10:32:32.301	3544.31	3544.47	0.01	1	-0.38	30.55
黄金美元	卖出	04/09/2025 10:51:54.899	3544.57	3531.13	0.01	1	13.22	43.77
黄金美元	买入	04/09/2025 11:18:42.058	3522.52	3522.45	0.01	1	-0.29	43.48
黄金美元	买入	04/09/2025 11:21:56.250	3522.68	3526.1	0.01	1	3.2	46.68
黄金美元	卖出	04/09/2025 11:29:05.995	3529.21	3530	0.01	1	-1.01	45.67
黄金美元	买入	04/09/2025 11:29:10.865	3530.12	3530.09	0.01	1	-0.25	45.42
黄金美元	买入	04/09/2025 12:09:24.139	3530.04	3533.32	0.01	1	3.06	48.48
欧元美元	卖出	04/09/2025 12:09:34.079	1.16524	1.16546	0.01	1000	-0.28	48.2
欧元美元	卖出	04/09/2025 12:09:35.292	1.16531	1.16547	0.01	1000	-0.22	47.98
黄金美元	买入	04/09/2025 13:20:30.879	3532.82	3529.46	0.01	1	-3.58	44.4
黄金美元	买入	04/09/2025 13:20:32.112	3533.18	3529.47	0.01	1	-3.93	40.47
黄金美元	卖出	04/09/2025 13:30:09.227	3529.46	3531.92	0.01	1	-2.67	37.8
黄金美元	卖出	04/09/2025 13:30:14.671	3529.47	3531.74	0.01	1	-2.48	35.32
黄金美元	买入	04/09/2025 13:34:07.102	3531.92	3529.94	0.01	1	-2.19	33.13
黄金美元	买入	04/09/2025 13:34:10.251	3531.74	3529.74	0.01	1	-2.21	30.92
黄金美元	卖出	04/09/2025 13:50:02.306	3531.92	3529.83	0.01	1	1.87	32.79
黄金美元	卖出	04/09/2025 13:50:10.328	3532.04	3528.81	0.01	1	3.01	35.8
黄金美元	卖出	04/09/2025 13:51:41.336	3529.94	3527.01	0.01	1	2.72	38.52
黄金美元	卖出	04/09/2025 13:52:55.142	3529.74	3525.76	0.01	1	3.77	42.29
黄金美元	买入	04/09/2025 13:53:54.221	3526.86	3527.96	0.01	1	0.88	43.17
黄金美元	买入	04/09/2025 14:10:00.763	3527.37	3529.24	0.01	1	1.65	44.82
黄金美元	卖出	04/09/2025 14:13:39.279	3528.63	3532.14	0.01	1	-3.73	41.09
黄金美元	卖出	04/09/2025 14:28:40.764	3531.99	3538.38	0.01	1	-6.61	34.48
黄金美元	买入	04/09/2025 14:38:10.458	3538.52	3535.74	0.01	1	-3	31.48
黄金美元	买入	04/09/2025 14:38:20.470	3541.05	3535.52	0.01	1	-5.75	25.73
黄金美元	买入	04/09/2025 15:01:25.891	3540.82	3535.07	0.01	1	-5.97	19.76
黄金美元	买入	04/09/2025 15:01:29.482	3540.48	3534.22	0.01	1	-6.48	13.28
黄金美元	买入	04/09/2025 15:01:29.883	3538.91	3533.8	0.01	1	-5.33	7.95
黄金美元	买入	04/09/2025 16:21:53.285	3538.38	3541.08	0.01	1	2.49	65.44
黄金美元	买入	04/09/2025 16:21:53.676	3540.96	3541.02	0.01	1	-0.16	65.28
黄金美元	买入	04/09/2025 16:34:15.656	3544.22	3542.26	0.08	8	-17.38	47.9
黄金美元	买入	04/09/2025 16:34:15.678	3543.17	3542.26	0.08	8	-8.98	38.92
黄金美元	买入	04/09/2025 16:40:00.861	3541.71	3541.3	0.01	1	-0.63	38.29
黄金美元	买入	04/09/2025 16:43:00.861	3541.71	3541.14	0.01	1	-0.79	37.5
黄金美元	买入	04/09/2025 16:45:53.662	3541.71	3540.97	0.01	1	-0.96	36.54
黄金美元	买入	04/09/2025 16:45:56.277	3543.55	3540.86	0.01	1	-2.91	33.63
黄金美元	买入	04/09/2025 16:45:59.285	3541.71	3540.52	0.02	2	-2.8	30.83
黄金美元	买入	04/09/2025 16:46:09.669	3543.55	3540.04	0.01	1	-3.73	27.1
黄金美元	买入	04/09/2025 16:46:10.059	3543.55	3539.68	0.01	1	-4.09	23.01
黄金美元	买入	04/09/2025 16:46:10.303	3541.71	3539.74	0.01	1	-2.19	20.82
黄金美元	买入	04/09/2025 16:46:47.463	3543.55	3539.09	0.01	1	-4.67	16.15
黄金美元	买入	04/09/2025 16:46:48.476	3541.71	3538.97	0.01	1	-2.95	13.2
黄金美元	买入	04/09/2025 16:53:57.128	3543.55	3537.71	0.01	1	-6.05	7.15
黄金美元	买入	04/09/2025 17:52:42.933	3541.71	3538.27	0.01	1	-3.65	3.5
美元日元	买入	04/09/2025 20:15:01.499	148.32	148.072	0.01	1000	-1.73	101.77
黄金美元	买入	04/09/2025 20:36:42.756	3546.73	3541.75	0.01	1	-5.2	96.57
黄金美元	买入	04/09/2025 20:36:43.468	3542.59	3541.48	0.01	1	-1.33	95.24
黄金美元	买入	04/09/2025 21:08:21.302	3545.85	3540.6	0.02	2	-10.92	84.32
黄金美元	卖出	04/09/2025 21:09:55.476	3540.58	3544.08	0.01	1	-3.72	80.6
黄金美元	买入	04/09/2025 21:45:15.660	3554.19	3549.07	0.01	1	-5.34	75.26
黄金美元	买入	04/09/2025 21:45:38.862	3548.77	3549.01	0.01	1	0.02	75.28
黄金美元	买入	04/09/2025 21:45:38.987	3554.19	3548.77	0.01	1	-5.64	69.64
黄金美元	买入	04/09/2025 21:45:39.088	3548.77	3548.79	0.01	1	-0.2	69.44
黄金美元	买入	04/09/2025 21:45:39.272	3554.19	3548.72	0.01	1	-5.69	63.75
黄金美元	买入	04/09/2025 21:45:39.688	3548.77	3548.6	0.02	2	-0.76	62.99
黄金美元	买入	04/09/2025 21:45:40.456	3554.19	3548.4	0.02	2	-12.01	50.98
黄金美元	买入	04/09/2025 21:45:42.661	3548.77	3548.29	0.01	1	-0.7	50.28
黄金美元	买入	04/09/2025 21:45:42.874	3554.19	3547.99	0.01	1	-6.42	43.86
黄金美元	买入	04/09/2025 21:45:43.056	3548.77	3547.5	0.03	3	-4.45	39.41
黄金美元	买入	04/09/2025 21:45:43.153	3554.19	3547.45	0.01	1	-6.96	32.45
黄金美元	买入	04/09/2025 21:45:43.307	3554.19	3547.26	0.02	2	-14.27	18.18
黄金美元	买入	04/09/2025 21:45:43.424	3548.77	3546.73	0.01	1	-2.25	15.93
黄金美元	买入	04/09/2025 21:45:43.539	3554.19	3546.79	0.01	1	-7.61	8.32
黄金美元	买入	04/09/2025 21:45:43.654	3548.77	3546.89	0.01	1	-2.09	6.23
黄金美元	买入	04/09/2025 21:45:43.785	3547.87	3547.08	0.01	1	-1.01	5.22
黄金美元	买入	04/09/2025 21:45:51.300	3546.54	3545.93	0.01	1	-0.83	4.39
黄金美元	买入	04/09/2025 21:45:52.481	3546.5	3545.6	0.01	1	-1.12	3.27
黄金美元	买入	04/09/2025 21:47:09.074	3545.16	3545.3	0.01	1	-0.08	3.19
黄金美元	买入	04/09/2025 21:47:09.220	3545.15	3545.26	0.01	1	-0.11	3.08
澳元美元	买入	04/09/2025 21:54:21.465	0.65181	0.65191	0.01	1000	0.06	3.14
澳元美元	买入	04/09/2025 22:00:00.289	0.65215	0.65141	0.01	1000	-0.78	2.36
澳元美元	买入	04/09/2025 22:00:00.412	0.65211	0.65141	0.01	1000	-0.74	1.62
澳元美元	买入	04/09/2025 22:00:00.533	0.65209	0.65139	0.01	1000	-0.74	0.88
澳元美元	买入	04/09/2025 22:00:00.658	0.65206	0.6514	0.01	1000	-0.7	0.18
黄金美元	卖出	25/05/2026 21:02:30.859	4563.63	4562.28	0.01	1	1.07	49.95
黄金美元	买入	25/05/2026 21:04:01.533	4563.14	4564.85	0.01	1	1.43	51.38
黄金美元	卖出	25/05/2026 21:07:26.912	4564.59	4569.11	0.01	1	-4.8	46.58
黄金美元	买入	25/05/2026 21:17:09.082	4569.02	4562.13	0.01	1	-7.17	39.41
黄金美元	买入	25/05/2026 21:17:09.092	4563.97	4562.13	0.01	1	-2.12	37.29
黄金美元	买入	25/05/2026 21:17:09.100	4565.66	4562.13	0.01	1	-3.81	33.48
黄金美元	卖出	25/05/2026 22:03:17.375	4561.82	4566.14	0.01	1	-4.6	28.88
黄金美元	卖出	25/05/2026 22:03:34.337	4561.26	4566.36	0.01	1	-5.38	23.5
黄金美元	卖出	25/05/2026 22:03:34.348	4561.19	4566.36	0.01	1	-5.45	18.05
黄金美元	买入	25/05/2026 22:30:20.376	4569.87	4565.25	0.01	1	-4.9	13.15
欧元美元	买入	25/05/2026 23:11:02.235	1.1642	1.16448	0.01	1000	0.22	13.37
欧元美元	买入	25/05/2026 23:13:31.874	1.16414	1.16467	0.01	1000	0.47	13.84
欧元美元	买入	25/05/2026 23:24:51.972	1.16449	1.16468	0.01	1000	0.13	13.97
欧元美元	买入	25/05/2026 23:37:20.710	1.16407	1.16449	0.01	1000	0.36	14.33
欧元美元	卖出	25/05/2026 23:46:13.493	1.16449	1.16459	0.01	1000	-0.16	14.17
欧元美元	买入	26/05/2026 01:04:09.418	1.16388	1.1641	0.01	1000	0.16	14.33
欧元美元	买入	26/05/2026 01:04:11.550	1.1639	1.1641	0.01	1000	0.14	14.47
欧元美元	买入	26/05/2026 01:13:25.129	1.16399	1.16419	0.01	1000	0.14	14.61
欧元美元	买入	26/05/2026 01:13:34.279	1.16399	1.16419	0.01	1000	0.14	14.75
欧元美元	买入	26/05/2026 01:13:37.523	1.16398	1.16421	0.01	1000	0.17	14.92
欧元美元	买入	26/05/2026 01:13:41.154	1.16399	1.16421	0.01	1000	0.16	15.08
欧元美元	买入	26/05/2026 01:13:46.101	1.16399	1.16421	0.01	1000	0.16	15.24
欧元美元	买入	26/05/2026 01:13:52.862	1.164	1.16421	0.01	1000	0.15	15.39
欧元美元	买入	26/05/2026 01:16:17.901	1.16413	1.16432	0.01	1000	0.13	15.52
欧元美元	卖出	26/05/2026 03:11:00.411	1.16433	1.16426	0.01	1000	0.01	15.53
欧元美元	买入	26/05/2026 07:37:15.827	1.16403	1.16388	0.01	1000	-0.21	15.32
欧元美元	买入	26/05/2026 07:37:19.260	1.16427	1.16388	0.01	1000	-0.53	14.79
欧元美元	买入	26/05/2026 07:37:25.544	1.16459	1.16386	0.01	1000	-0.87	13.92
欧元美元	卖出	26/05/2026 07:51:20.188	1.16428	1.16364	0.01	1000	0.6	14.52
欧元美元	卖出	26/05/2026 11:22:21.474	1.1643	1.16365	0.01	1000	0.61	15.13
黄金美元	卖出	26/05/2026 11:22:21.504	4545.84	4543.43	0.01	1	2.13	17.26
黄金美元	卖出	26/05/2026 11:32:17.964	4541.92	4544.02	0.01	1	-2.38	14.88
黄金美元	卖出	26/05/2026 11:41:59.595	4544.05	4542.52	0.01	1	1.25	16.13
黄金美元	卖出	26/05/2026 12:19:13.158	4544.1	4539.12	0.01	1	4.7	20.83
黄金美元	买入	26/05/2026 12:21:08.143	4538.1	4538.01	0.01	1	-0.37	20.46
黄金美元	卖出	26/05/2026 12:22:32.150	4537.93	4537.96	0.01	1	-0.31	20.15
黄金美元	买入	26/05/2026 12:23:06.074	4537.98	4537.5	0.01	1	-0.76	19.39
黄金美元	卖出	26/05/2026 12:26:10.503	4536.98	4535.1	0.01	1	1.6	20.99
黄金美元	买入	26/05/2026 12:29:26.138	4535.65	4533.66	0.01	1	-2.27	18.72
黄金美元	买入	26/05/2026 12:30:53.706	4533.35	4530.96	0.01	1	-2.67	16.05
黄金美元	买入	26/05/2026 12:36:48.560	4531	4529.07	0.01	1	-2.21	13.84
黄金美元	买入	26/05/2026 12:45:30.071	4526.73	4524.95	0.01	1	-2.06	11.78
黄金美元	买入	26/05/2026 12:45:30.083	4526.87	4524.95	0.01	1	-2.2	9.58
黄金美元	买入	26/05/2026 12:57:47.369	4527.07	4524.84	0.01	1	-2.51	7.07
黄金美元	买入	26/05/2026 12:57:47.377	4526.84	4524.86	0.01	1	-2.26	4.81
欧元美元	买入	26/05/2026 14:55:00.679	1.16321	1.16368	0.01	1000	0.41	5.22
欧元美元	买入	26/05/2026 14:55:00.798	1.16293	1.16368	0.01	1000	0.69	5.91
欧元美元	卖出	26/05/2026 22:40:29.331	1.16368	1.16261	0.01	1000	1.01	6.92
欧元美元	卖出	27/05/2026 09:45:00.531	1.16285	1.16348	0.01	1000	-0.67	6.25
欧元美元	卖出	27/05/2026 18:40:01.191	1.16421	1.16369	0.01	1000	0.46	6.71
欧元美元	卖出	28/05/2026 03:14:03.820	1.16363	1.16294	0.01	1000	0.63	7.34
欧元美元	卖出	28/05/2026 08:00:00.227	1.16576	1.16175	0.01	1000	4.04	11.38
欧元美元	卖出	28/05/2026 13:33:44.062	1.16171	1.1597	0.01	1000	1.95	13.33
